(Collecting) ep=   144 ep_reward_last=1.00 ep_reward_avg=1.90 ep_steps= 173 total_steps=  24780 loss=0.0000 eps=1.0000 fps=551.43
(Collecting) ep=   145 ep_reward_last=1.00 ep_reward_avg=1.90 ep_steps= 170 total_steps=  24936 loss=0.0000 eps=1.0000 fps=545.78
(Collecting) ep=   146 ep_reward_last=1.00 ep_reward_avg=1.50 ep_steps= 173 total_steps=  25095 loss=0.0000 eps=1.0000 fps=536.74
(Collecting) ep=   147 ep_reward_last=2.00 ep_reward_avg=1.70 ep_steps= 200 total_steps=  25281 loss=0.0000 eps=1.0000 fps=560.71
(Collecting) ep=   148 ep_reward_last=3.00 ep_reward_avg=1.70 ep_steps= 272 total_steps=  25539 loss=0.0000 eps=1.0000 fps=569.09
(Collecting) ep=   149 ep_reward_last=0.00 ep_reward_avg=1.50 ep_steps= 129 total_steps=  25654 loss=0.0000 eps=1.0000 fps=559.80
(Collecting) ep=   150 ep_reward_last=0.00 ep_reward_avg=1.30 ep_steps= 125 total_steps=  25765 loss=0.0000 eps=1.0000 fps=543.33
(Collecting) ep=   151 ep_reward_last=0.00 ep_reward_avg=1.20 ep_steps= 129 total_steps=  25880 loss=0.0000 eps=1.0000 fps=560.09
(Collecting) ep=   152 ep_reward_last=2.00 ep_reward_avg=1.30 ep_steps= 201 total_steps=  26067 loss=0.0000 eps=1.0000 fps=551.79
(Collecting) ep=   153 ep_reward_last=2.00 ep_reward_avg=1.20 ep_steps= 201 total_steps=  26254 loss=0.0000 eps=1.0000 fps=561.11
(Collecting) ep=   154 ep_reward_last=0.00 ep_reward_avg=1.10 ep_steps= 125 total_steps=  26365 loss=0.0000 eps=1.0000 fps=563.39
(Collecting) ep=   155 ep_reward_last=2.00 ep_reward_avg=1.20 ep_steps= 198 total_steps=  26549 loss=0.0000 eps=1.0000 fps=556.65
(Collecting) ep=   156 ep_reward_last=0.00 ep_reward_avg=1.10 ep_steps= 127 total_steps=  26662 loss=0.0000 eps=1.0000 fps=555.22
(Collecting) ep=   157 ep_reward_last=0.00 ep_reward_avg=0.90 ep_steps= 127 total_steps=  26775 loss=0.0000 eps=1.0000 fps=562.88
(Collecting) ep=   158 ep_reward_last=1.00 ep_reward_avg=0.70 ep_steps= 175 total_steps=  26936 loss=0.0000 eps=1.0000 fps=555.92
(Collecting) ep=   159 ep_reward_last=2.00 ep_reward_avg=0.90 ep_steps= 204 total_steps=  27126 loss=0.0000 eps=1.0000 fps=566.58
(Collecting) ep=   160 ep_reward_last=2.00 ep_reward_avg=1.10 ep_steps= 218 total_steps=  27330 loss=0.0000 eps=1.0000 fps=570.45
(Collecting) ep=   161 ep_reward_last=1.00 ep_reward_avg=1.20 ep_steps= 171 total_steps=  27487 loss=0.0000 eps=1.0000 fps=561.58
(Collecting) ep=   162 ep_reward_last=2.00 ep_reward_avg=1.20 ep_steps= 201 total_steps=  27674 loss=0.0000 eps=1.0000 fps=555.92
(Collecting) ep=   163 ep_reward_last=0.00 ep_reward_avg=1.00 ep_steps= 125 total_steps=  27785 loss=0.0000 eps=1.0000 fps=541.53
(Collecting) ep=   164 ep_reward_last=1.00 ep_reward_avg=1.10 ep_steps= 175 total_steps=  27946 loss=0.0000 eps=1.0000 fps=560.15
(Collecting) ep=   165 ep_reward_last=1.00 ep_reward_avg=1.00 ep_steps= 174 total_steps=  28106 loss=0.0000 eps=1.0000 fps=545.83
(Collecting) ep=   166 ep_reward_last=0.00 ep_reward_avg=1.00 ep_steps= 129 total_steps=  28221 loss=0.0000 eps=1.0000 fps=551.62
(Collecting) ep=   167 ep_reward_last=0.00 ep_reward_avg=1.00 ep_steps= 129 total_steps=  28336 loss=0.0000 eps=1.0000 fps=556.21
(Collecting) ep=   168 ep_reward_last=1.00 ep_reward_avg=1.00 ep_steps= 153 total_steps=  28475 loss=0.0000 eps=1.0000 fps=559.72
(Collecting) ep=   169 ep_reward_last=3.00 ep_reward_avg=1.10 ep_steps= 250 total_steps=  28711 loss=0.0000 eps=1.0000 fps=560.75
